"agua" "solidos"
"1" 10.4906940197032 0.119695962916042
"2" 9.59623949238939 0.191949982166602
"3" 9.39915614732531 0.207633108345049
"4" 13.9450305566894 0.164226377299968
"5" 9.34565893527124 0.109663854545105
"6" 11.7462037561329 0.159601694023912
"7" 13.862722382565 0.233959632287371
"8" 15.8206871836551 0.256750906528111
"9" 11.4426080722729 0.0282082192379356
"10" 14.8484961676478 0.182169152047582
"11" 11.4420225755226 0.03884326417054
"12" 10.797332782031 0.179896508414707
"13" 8.47080990985357 0.228289315422579
"14" 12.3748325135144 0.0690399582512884
"15" 10.819947577158 0.124843547847867
"16" 16.5338979224476 0.100430374231559
"17" 11.1386831782132 0.213175168054473
"18" 14.0954826834201 0.163050514717211
"19" 13.7583388223127 0.146596953572921
"20" 17.3825556519179 0.0594981285375942
"21" 7.21831141804441 0.305780085290844
"22" 7.50500993028892 0.0921213618939765
"23" 18.3082319263588 0.211237601600744
"24" 14.9505890428374 0.0662777678188903
"25" 9.74330127902668 0.194767153485742
"26" 9.88122006679987 0.0851416989124734
"27" 10.5423088752173 0.260266180366992
"28" 13.9259672630794 0.233624161756038
"29" 10.6019700824852 0.0761911839175648
"30" 12.8696562125154 0.0944825754481125
"31" 14.4087782000072 0.100475553062429
"32" 14.6287106070226 0.175423613531616
"33" 12.4789323867342 0.144340751107262
"34" 17.4262789072075 0.0733046443503749
"35" 9.5051391965891 0.0762773731034092
"36" 13.104618648629 0.220843200946694
"37" 19.4085311939986 0.253720380391283
"38" 9.68422769035548 0.158482122943706
"39" 18.1573075636226 0.260438593778604
"40" 15.6327059770784 0.101340233893198
"41" 6.79036924941571 0.169506826081285
"42" 9.47556590463307 0.189903926178254
"43" 11.5921763150424 0.175995781414989
"44" 11.9300149738343 0.200841879937552
"45" 15.5513845028726 0.166275694290168
"46" 12.6037123931 0.261895265964008
"47" 12.2634561862431 0.0669447419708642
"48" 11.8233062204093 0.226627141391321
"49" 17.8725072613303 0.105161167802141
"50" 6.62262677013075 0.178855487610051
"51" 11.5191793335325 0.163838531319108
"52" 12.7006073638026 0.16972463005238
"53" 14.6057877044276 0.193523567826485
"54" 15.2362688770411 0.173046474453894
"55" 11.881817417336 0.0734878391504781
"56" 11.6240181444934 0.225858479890785
"57" 5.57726223173544 0.200121503823705
"58" 8.41953827408614 0.194099899612653
"59" 14.8775331226562 0.170511164894816
"60" 11.3701865289193 0.132377252793863
"61" 11.2942813672342 0.0971939714119995
"62" 10.561670901313 0.2441130644479
"63" 14.7777021537506 0.129354742627236
"64" 5.80175035897831 0.254977571675479
"65" 10.2035802428824 0.197838449330153
"66" 13.1890759342222 0.111265543587196
"67" 11.6622893659485 0.22108640475534
"68" 14.020394303996 0.169660148487557
"69" 13.2016180083387 0.133551204460505
"70" 12.3301433875915 0.153353477924926
"71" 15.5793187087156 0.189238625584293
"72" 14.6986613493656 0.0950971556105081
"73" 7.97648844499632 0.13113878143808
"74" 11.6196649612697 0.152157143611634
"75" 12.4250022217747 0.0524111823189723
"76" 8.10310314891557 0.277470590095349
"77" 9.04414595752501 0.118160771837781
"78" 12.4984192690862 0.0875922125407593
"79" 13.1576143355636 0.212659607684411
"80" 11.8048618275563 0.176071014607026
